Epoch, Error
0,0.073445897539770
1,0.009332491682382
2,0.013213977041816
3,0.002085200493139
4,0.005457161599077
5,0.003577904972699
6,0.000472423859482
7,0.000350056313187
8,0.000265263670742
9,0.001747875310739
10,0.001354178941572
11,0.000119460203262
12,0.000108142421823
13,0.000092878011875
14,0.000813317203240
15,0.000665251539107
16,0.000554047243789
17,0.000041763118633
18,0.000040860260708
19,0.000033979417013
20,0.000448055885299
21,0.000026396538357
22,0.000024255631440
23,0.000024827276533
24,0.000022941702523
25,0.000342362685202
26,0.000267841054169
27,0.000016648876299
28,0.000015590680703
29,0.000012773400080
30,0.000012012623796
31,0.000213464989876
32,0.000219150156747
33,0.000172239307451
34,0.000180929234329
35,0.000165821594399
36,0.000008019613885
37,0.000006427853346
38,0.000147017072573
39,0.000005613632877
40,0.000111542626870
41,0.000005988808409
42,0.000121622720055
43,0.000093459727606
44,0.000087026861805
45,0.000081234671994
46,0.000092067814181
47,0.000070792947832
48,0.000003814931914
49,0.000080228288224
50,0.000061363415847
51,0.000003280762521
52,0.000070559419124
53,0.000066786524570
54,0.000063308965820
55,0.000002127702052
56,0.000002073099384
57,0.000002020465804
58,0.000058215711600
59,0.000055379032361
60,0.000002267606487
61,0.000001711920345
62,0.000051724965084
63,0.000049345197993
64,0.000036339351968
65,0.000001878457953
66,0.000001835352601
67,0.000044260697923
68,0.000001300577693
69,0.000001681483580
70,0.000041660730389
71,0.000001185695723
72,0.000030088824102
73,0.000038029812699
74,0.000036523216722
75,0.000026368129887
76,0.000033786618340
77,0.000032523306628
78,0.000001219757159
79,0.000031103032123
80,0.000001153800716
81,0.000001132836170
82,0.000001112408194
83,0.000000796367429
84,0.000001074782302
85,0.000000768963872
86,0.000000756682000
87,0.000021054461760
88,0.000000719331388
89,0.000000972359460
90,0.000000955944306
91,0.000000683426900
92,0.000000673062972
93,0.000000911698118
94,0.000000896712257
95,0.000000640350921
96,0.000000869046424
97,0.000000855042718
98,0.000000609841482
99,0.000000829181879
100,0.000018791288704
101,0.000000789818422
102,0.000024704689032
103,0.000000752560581
104,0.000000741201733
105,0.000000730084914
106,0.000017082476561
107,0.000000501010919
108,0.000000494390195
109,0.000000487893205
110,0.000016304468712
111,0.000000649860234
112,0.000015724797383
113,0.000021024785711
114,0.000000603282547
115,0.000000595059758
116,0.000000586995335
117,0.000000413253199
118,0.000000572070250
119,0.000019897870040
120,0.000019323996517
121,0.000018774717991
122,0.000000517494494
123,0.000000359539638
124,0.000018081565586
125,0.000000344231228
126,0.000000340411387
127,0.000000480370700
128,0.000000332325825
129,0.000012243807020
130,0.000011926915149
131,0.000000311875141
132,0.000000440559375
133,0.000011516905205
134,0.000011227618597
135,0.000000413753266
136,0.000000286153797
137,0.000015335109312
138,0.000000394555138
139,0.000014884411282
140,0.000014512428304
141,0.000014154293238
142,0.000000249282457
143,0.000009592765952
144,0.000009372447127
145,0.000013137509323
146,0.000000334103118
147,0.000000330663831
148,0.000000327274687
149,0.000012683963160
150,0.000008568143480
151,0.000008381963935
152,0.000008201783255
153,0.000000202384539
154,0.000011571012300
155,0.000007798737833
156,0.000007636927124
157,0.000000275493844
